SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
545,TN,Tamil Nadu,TN_Chennai,Chennai,149583,10439,136155,2989,0,999,43,940,16,[July 22]: 444 backdated deceased entries added to Chennai in TN bulletin.,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,22662,3549,18756,357,0,506,54,448,4,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,16567,2818,13570,179,0,292,-148,435,5,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,2116,776,1320,20,0,87,79,8,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,7940,723,7067,150,0,77,-39,116,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,4668,1055,3551,62,0,134,12,119,3,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,8019,944,6985,90,0,131,34,94,3,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,19570,1264,18018,288,0,145,-9,155,-1,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,11094,754,10132,208,0,136,18,117,1,,
553,TN,Tamil Nadu,TN_Karur,Karur,2220,418,1769,33,0,59,21,37,1,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,3252,790,2418,44,0,78,-68,146,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,15394,692,14330,372,0,84,-200,287,-3,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,4201,1166,2966,69,0,126,30,94,2,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,3462,893,2518,51,0,118,-19,136,1,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,2443,591,1835,17,0,94,42,52,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,1555,111,1425,19,0,10,-1,11,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,7525,785,6619,121,0,98,-1,99,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,5207,247,4846,114,0,26,3,22,1,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,12195,647,11403,145,0,102,-43,145,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,14774,2045,12498,231,0,299,63,233,3,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,4557,233,4210,114,0,36,-3,39,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,6344,588,5638,118,0,84,35,47,2,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,8466,890,7446,130,0,126,13,111,2,,
565,TN,Tamil Nadu,TN_Theni,Theni,13833,759,12917,157,0,58,-27,85,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,28620,2043,26092,485,0,295,-44,330,9,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,5409,723,4621,65,0,142,23,119,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,12374,709,11546,119,0,74,28,46,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,8914,854,7929,131,0,68,-37,107,-2,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,11192,1025,9976,191,0,61,-47,110,-2,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,3783,519,3191,73,0,82,27,55,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,4938,1822,3030,86,0,190,105,84,1,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,13296,1486,11616,194,0,225,-53,278,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,12765,1003,11567,195,0,136,71,64,1,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,9571,868,8618,85,0,130,-12,144,-2,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,13726,386,13136,204,0,43,-50,91,2,,
609,TR,Tripura,TR_Dhalai,Dhalai,1973,849,1116,7,1,20,-5,25,0,,
610,TR,Tripura,TR_Gomati,Gomati,2149,611,1515,22,1,40,-6,45,1,,
611,TR,Tripura,TR_Khowai,Khowai,1357,415,924,18,0,4,-49,52,1,,
612,TR,Tripura,TR_North Tripura,North Tripura,1671,615,1042,8,6,47,6,40,1,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,2244,504,1723,17,0,19,1,18,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,1479,675,792,9,3,32,4,28,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,1178,540,629,9,0,13,-20,33,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,7133,3217,3795,110,11,80,-86,163,3,,
617,UP,Uttar Pradesh,UP_Agra,Agra,4152,864,3175,113,0,107,36,71,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,6495,1678,4786,31,0,128,-38,166,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,1178,265,889,24,0,16,-9,25,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,1975,572,1389,14,0,29,-5,34,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,2175,440,1712,23,0,17,-10,27,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,1753,354,1379,20,0,17,-26,42,1,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,4695,1002,3637,56,0,59,-48,106,1,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,3895,560,3274,61,0,89,37,52,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,1098,162,918,18,0,5,-8,13,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,2615,411,2161,43,0,38,-4,41,1,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,4978,840,4080,58,0,86,30,56,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,1227,188,1018,21,0,5,-11,15,1,,
628,UP,Uttar Pradesh,UP_Banda,Banda,1436,409,1013,14,0,25,-32,57,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,5097,1089,3965,43,0,80,-21,100,1,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,8563,1935,6501,127,0,101,-17,118,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,2992,438,2494,60,0,36,-15,51,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,1373,249,1113,11,0,16,-16,32,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,2406,466,1914,26,0,24,-17,41,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,2193,508,1663,22,0,46,16,29,1,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,2975,581,2344,50,0,52,25,27,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,2630,556,2050,24,0,37,5,31,1,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,960,173,782,5,0,6,-27,33,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,5081,903,4123,55,0,46,-12,56,2,,
639,UP,Uttar Pradesh,UP_Etah,Etah,1361,365,985,11,0,7,-43,50,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,3150,831,2275,44,0,86,-15,101,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,1795,393,1370,32,0,33,-46,77,2,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,1794,403,1364,27,0,38,-15,53,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,2132,402,1680,50,0,15,-45,60,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,10332,1979,8305,48,0,140,-29,169,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,11064,2126,8865,73,0,277,158,119,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,3357,348,2975,34,0,23,-30,52,1,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,3192,456,2703,33,0,40,-19,58,1,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,12923,2787,9946,190,0,186,-111,294,3,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,862,175,672,15,0,14,7,7,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,2158,354,1770,34,0,19,7,12,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,3580,782,2749,49,0,85,7,76,2,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,805,114,684,7,0,7,-7,14,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,1771,336,1418,17,0,28,14,13,1,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,4386,537,3792,57,0,37,5,32,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,5761,1034,4610,117,0,87,-17,103,1,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,2036,266,1752,18,0,25,3,21,1,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,1509,389,1103,17,0,15,-21,35,1,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,20361,4571,15257,533,0,341,-54,389,6,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,1168,269,897,2,0,10,1,9,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,1263,225,1024,14,0,34,24,10,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,4124,632,3466,26,0,28,-78,106,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,3317,738,2539,40,0,76,-4,78,2,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,1989,590,1371,28,0,24,0,23,1,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,40172,9676,29972,524,0,984,121,855,8,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,3930,692,3188,50,0,58,-32,90,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,664,124,534,6,0,2,-15,17,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,2216,557,1622,37,0,38,-15,53,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,3166,816,2291,59,0,70,39,30,1,,
670,UP,Uttar Pradesh,UP_Mau,Mau,2024,381,1622,21,0,16,-14,29,1,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,6643,2031,4439,173,0,145,50,93,2,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,2028,308,1694,26,0,15,-16,31,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,6724,1196,5407,121,0,62,-36,97,1,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,3351,1082,2224,45,0,56,-36,90,2,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,2919,362,2508,49,0,13,-47,58,2,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,2827,808,1984,35,0,46,-26,72,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,14538,3728,10592,218,0,346,2,342,2,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,2201,641,1503,57,0,59,25,34,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,4248,629,3585,34,0,13,-83,96,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,5828,1691,4062,75,0,77,-35,112,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,1905,253,1617,35,0,27,-8,33,2,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,2274,228,2018,28,0,14,-4,18,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,4581,1028,3492,61,0,90,4,83,3,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,1724,473,1239,12,0,22,-33,55,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,828,73,744,11,0,3,-4,7,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,2686,357,2302,27,0,23,-11,34,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,2927,586,2316,25,0,23,-60,82,1,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,2255,606,1629,20,0,8,-52,59,1,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,2673,498,2133,42,0,30,-30,59,1,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,2814,651,2107,56,0,23,-19,41,1,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,10917,2067,8641,209,0,156,-25,178,3,,
692,UT,Uttarakhand,UT_Almora,Almora,875,311,558,3,3,0,0,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,382,156,225,1,0,0,0,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,519,165,351,0,3,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,543,283,258,2,0,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,7585,3179,4173,200,33,0,0,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,6737,2126,4521,66,24,0,0,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,4126,1230,2810,75,11,0,0,0,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,1126,524,575,10,17,0,0,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,669,237,428,4,0,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,488,262,224,1,1,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,1734,420,1312,2,0,0,0,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,5887,1154,4661,46,26,0,0,0,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,1302,350,944,4,4,0,0,0,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,3333,476,2828,29,0,50,-37,86,1,,
706,WB,West Bengal,WB_Bankura,Bankura,3993,701,3262,30,0,129,62,66,1,,
707,WB,West Bengal,WB_Birbhum,Birbhum,2794,390,2382,22,0,48,-8,55,1,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,4367,604,3741,22,0,88,8,78,2,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,4531,425,4077,29,0,59,13,46,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,6379,719,5568,92,0,149,27,122,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,10238,1415,8646,177,0,261,14,242,5,,
712,WB,West Bengal,WB_Howrah,Howrah,15362,1005,13895,462,0,145,67,72,6,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,4816,630,4146,40,0,90,50,40,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,388,78,308,2,0,19,15,4,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,658,118,537,3,0,21,7,14,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,47141,4216,41436,1489,0,553,56,481,16,,
717,WB,West Bengal,WB_Malda,Malda,5645,433,5163,49,0,60,24,36,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,4507,662,3792,53,0,103,20,82,1,,
720,WB,West Bengal,WB_Nadia,Nadia,5542,892,4583,67,0,102,-42,141,3,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,42153,4409,36845,899,0,559,13,536,10,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,5451,1006,4399,46,0,82,-40,121,1,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,7228,1424,5723,81,0,263,28,234,1,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,3759,608,3123,28,0,48,-16,63,1,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,8659,1303,7267,89,0,138,-143,279,2,,
725,WB,West Bengal,WB_Purulia,Purulia,2201,506,1686,9,0,60,12,46,2,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,13856,1304,12297,255,0,144,-85,224,5,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,2852,369,2456,27,0,40,24,16,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,3505,208,3245,52,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,14,11,3,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,48199,-21826,69900,122,3,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,220745,27904,188072,4769,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,18519,1321,17087,111,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,2,-5,7,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,-3,0,0,3,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,307,-4354,4659,2,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,77,-246,310,13,0,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,457,-126943,126456,944,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
